index_source,id_source,title_source,authors_source,authors_pub,title_pub,titleMatch,url_source,cited_by_source,id_target,title,authors,totalCitations,url,authoerOverlaps,selfcitations
72,18301229879737020518,Intramolecular domain dynamics regulate synaptic MAGUK protein interactions,"N Rademacher, B Kuropka, SA Kunde, MC Wahl…","N RADEMACHER,B KUROPKA,SA KUNDE,MC WAHL,C FREUND,SA SHOICHET",Intramolecular domain dynamics regulate synaptic MAGUK protein interactions.,High,https://elifesciences.org/articles/41299,20.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
298,2301390999829216312,Asymmetry of an intracellular scaffold at vertebrate electrical synapses,"AJ Marsh, JC Michel, AP Adke, EL Heckman, AC Miller","AJ MARSH,JC MICHEL,AP ADKE,EL HECKMAN,AC MILLER",Asymmetry of an Intracellular Scaffold at Vertebrate Electrical Synapses.,High,https://www.sciencedirect.com/science/article/pii/S0960982217313143,19.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
299,1715996708134629288,Tau induces PSD95–neuronal NOS uncoupling and neurovascular dysfunction independent of neurodegeneration,"L Park, K Hochrainer, Y Hattori, SJ Ahn, A Anfray…","L PARK,K HOCHRAINER,Y HATTORI,SJ AHN,A ANFRAY,G WANG,K UEKAWA,J SEO,V PALFINI,I BLANCO,D ACOSTA,D ELIEZER,P ZHOU,J ANRATHER,C IADECOLA",Tau induces PSD95-neuronal NOS uncoupling and neurovascular dysfunction independent of neurodegeneration.,High,https://www.nature.com/articles/s41593-020-0686-7,26.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
300,10148124927369396089,Neurodevelopmental synaptopathies: Insights from behaviour in rodent models of synapse gene mutations,"J Luo, RH Norris, SL Gordon…","J LUO,RH NORRIS,SL GORDON,J NITHIANANTHARAJAH",Neurodevelopmental synaptopathies: Insights from behaviour in rodent models of synapse gene mutations.,High,https://www.sciencedirect.com/science/article/pii/S0278584617304177,18.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
301,6703425973062732169,Cooperative stochastic binding and unbinding explain synaptic size dynamics and statistics,"A Shomar, L Geyrhofer, NE Ziv…","A SHOMAR,L GEYRHOFER,NE ZIV,N BRENNER",Cooperative stochastic binding and unbinding explain synaptic size dynamics and statistics.,High,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1005668,15.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
76,12673926644614812872,Neuronal synapses: microscale signal processing machineries formed by phase separation?,"Z Feng, M Zeng, X Chen, M Zhang","Z FENG,M ZENG,X CHEN,M ZHANG",Neuronal Synapses: Microscale Signal Processing Machineries Formed by Phase Separation?,High,https://pubs.acs.org/doi/abs/10.1021/acs.biochem.8b00313,14.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,1,1
303,17185896443609533808,An atypical MAGUK GK target recognition mode revealed by the interaction between DLG and KIF13B,"J Zhu, Y Shang, Y Xia, R Zhang, M Zhang","J ZHU,Y SHANG,Y XIA,R ZHANG,M ZHANG",An Atypical MAGUK GK Target Recognition Mode Revealed by the Interaction between DLG and KIF13B.,High,https://www.sciencedirect.com/science/article/pii/S0969212616302416,17.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,3,1
79,15057753386894618752,Gephyrin-mediated formation of inhibitory postsynaptic density sheet via phase separation,"G Bai, Y Wang, M Zhang","G BAI,Y WANG,M ZHANG",Gephyrin-mediated formation of inhibitory postsynaptic density sheet via phase separation.,High,https://www.nature.com/articles/s41422-020-00433-1,17.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,1,1
305,15839313753017024078,MPP2 is a postsynaptic MAGUK scaffold protein that links SynCAM1 cell adhesion molecules to core components of the postsynaptic density,"N Rademacher, B Schmerl, JA Lardong, MC Wahl…","N RADEMACHER,B SCHMERL,JA LARDONG,MC WAHL,SA SHOICHET",MPP2 is a postsynaptic MAGUK scaffold protein that links SynCAM1 cell adhesion molecules to core components of the postsynaptic density.,High,https://www.nature.com/articles/srep35283,15.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
80,10349374736765127573,"Liquid-liquid phase separation in biology: mechanisms, physiological functions and human diseases","H Zhang, X Ji, P Li, C Liu, J Lou, Z Wang…","H ZHANG,X JI,P LI,C LIU,J LOU,Z WANG,W WEN,Y XIAO,M ZHANG,X ZHU","Liquid-liquid phase separation in biology: mechanisms, physiological functions and human diseases.",High,https://link.springer.com/article/10.1007/s11427-020-1702-x,39.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,1,1
307,1979983160154859797,Shank3 binds to and stabilizes the active form of Rap1 and HRas GTPases via its NTD-ANK tandem with distinct mechanisms,"Q Cai, T Hosokawa, M Zeng, Y Hayashi, M Zhang","Q CAI,T HOSOKAWA,M ZENG,Y HAYASHI,M ZHANG",Shank3 Binds to and Stabilizes the Active Form of Rap1 and HRas GTPases via Its NTD-ANK Tandem with Distinct Mechanisms.,High,https://www.sciencedirect.com/science/article/pii/S0969212619304368,12.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,1,1
308,11665763699578171885,Engineering selective competitors for the discrimination of highly conserved protein-protein interaction modules,"C Rimbault, K Maruthi, C Breillat, C Genuer…","C RIMBAULT,K MARUTHI,C BREILLAT,C GENUER,S CRESPILLO,V PUENTE-MUÑOZ,I CHAMMA,I GAUTHEREAU,S ANTOINE,C THIBAUT,FWJ TAI,B DARTIGUES,D GRILLO-BOSCH,S CLAVEROL,C POUJOL,D CHOQUET,CD MACKERETH,M SAINLOS",Engineering selective competitors for the discrimination of highly conserved protein-protein interaction modules.,High,https://www.nature.com/articles/s41467-019-12528-4,14.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
309,16308073081635941707,Inhibition of coactivator-associated arginine methyltransferase 1 modulates dendritic arborization and spine maturation of cultured hippocampal neurons,"CS Lim, DL Alkon","CS LIM,DL ALKON",Inhibition of coactivator-associated arginine methyltransferase 1 modulates dendritic arborization and spine maturation of cultured hippocampal neurons.,High,https://www.jbc.org/article/S0021-9258(20)44972-5/abstract,11.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
310,7842516535837088113,BraInMap elucidates the macromolecular connectivity landscape of mammalian brain,"R Pourhaghighi, PEA Ash, S Phanse, F Goebels…","R POURHAGHIGHI,PEA ASH,S PHANSE,F GOEBELS,LZM HU,S CHEN,Y ZHANG,SD WIERBOWSKI,S BOUDEAU,MT MOUTAOUFIK,RH MALTY,E MALOLEPSZA,K TSAFOU,A NATHAN,G CROMAR,H GUO,A AL ABDULLATIF,DJ APICCO,LA BECKER,AD GITLER,SM PULST,A YOUSSEF,R HEKMAN,PC HAVUGIMANA,CA WHITE,BC BLUM,A RATTI,CD BRYANT,J PARKINSON,K LAGE,M BABU,H YU,GD BADER,B WOLOZIN,A EMILI",BraInMap Elucidates the Macromolecular Connectivity Landscape of Mammalian Brain.,High,https://www.sciencedirect.com/science/article/pii/S2405471220301095,18.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
311,1143969298814753213,"Eukaryotic voltage-gated sodium channels: on their origins, asymmetries, losses, diversification and adaptations","JE Fux, A Mehta, J Moffat, JD Spafford","JE FUX,A MEHTA,J MOFFAT,JD SPAFFORD","Eukaryotic Voltage-Gated Sodium Channels: On Their Origins, Asymmetries, Losses, Diversification and Adaptations.",High,https://www.frontiersin.org/articles/10.3389/fphys.2018.01406/full,10.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
312,16373049397039638100,Potential synergistic action of 19 schizophrenia risk genes in the thalamus,"EA Richard, E Khlestova, R Nanu, JE Lisman","EA RICHARD,E KHLESTOVA,R NANU,JE LISMAN",Potential synergistic action of 19 schizophrenia risk genes in the thalamus.,High,https://www.sciencedirect.com/science/article/pii/S0920996416303905,15.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
313,3502082332893314286,Regulation of Rap GTPases in mammalian neurons,"B Shah, AW Püschel","B SHAH,AW PÜSCHEL",Regulation of Rap GTPases in mammalian neurons.,High,https://www.degruyter.com/document/doi/10.1515/hsz-2016-0165/html,9.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
314,4519851242493496988,Metabolic constraints on synaptic learning and memory,J Karbowski,J KARBOWSKI,Metabolic constraints on synaptic learning and memory.,High,https://journals.physiology.org/doi/abs/10.1152/jn.00092.2019,11.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
315,7793758620824526772,Identification of a novel Dlg2 isoform differentially expressed in IFNβ-producing plasmacytoid dendritic cells,"S Ali, A Hoven, RJ Dress, H Schaal, J Alferink, S Scheu","S ALI,A HOVEN,RJ DRESS,H SCHAAL,J ALFERINK,S SCHEU",Identification of a novel Dlg2 isoform differentially expressed in IFNβ-producing plasmacytoid dendritic cells.,High,https://link.springer.com/article/10.1186/s12864-018-4573-5,8.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
316,10478090916906910877,Prestin: molecular mechanisms underlying outer hair cell electromotility,"J Santos-Sacchi, D Navaratnam, R Raphael…","J Santos-Sacchi, D Navaratnam, R Raphael, D Oliver",Prestin: molecular mechanisms underlying outer hair cell electromotility,High,https://link.springer.com/chapter/10.1007/978-3-319-52073-5_5,12.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
317,11712602417710400945,Mechanisms of PDZ domain scaffold assembly illuminated by use of supported cell membrane sheets,"S Erlendsson, TS Thorsen, G Vauquelin…","S ERLENDSSON,TS THORSEN,G VAUQUELIN,I AMMENDRUP-JOHNSEN,V WIRTH,KL MARTINEZ,K TEILUM,U GETHER,KL MADSEN",Mechanisms of PDZ domain scaffold assembly illuminated by use of supported cell membrane sheets.,High,https://elifesciences.org/articles/39180,9.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
318,15561218338729198760,G protein-coupled receptor resensitization paradigms,"MK Gupta, ML Mohan, SVN Prasad","MK GUPTA,ML MOHAN,SV NAGA PRASAD",G Protein-Coupled Receptor Resensitization Paradigms.,High,https://www.sciencedirect.com/science/article/pii/S1937644818300303,10.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
319,8252544088771360226,Growth hormone promotes synaptogenesis and protects neuroretinal dendrites against kainic acid (KA) induced damage,"T Fleming, CG Martinez-Moreno, M Carranza…","T FLEMING,CG MARTINEZ-MORENO,M CARRANZA,M LUNA,S HARVEY,C ARÁMBURO",Growth hormone promotes synaptogenesis and protects neuroretinal dendrites against kainic acid (KA) induced damage.,High,https://www.sciencedirect.com/science/article/pii/S0016648017307980,8.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
320,15002118108226176661,RPS23RG1 is required for synaptic integrity and rescues Alzheimer's disease–associated cognitive deficits,"D Zhao, J Meng, Y Zhao, Y Huo, Y Liu, N Zheng…","D ZHAO,J MENG,Y ZHAO,Y HUO,Y LIU,N ZHENG,M ZHANG,Y GAO,Z CHEN,H SUN,X WANG,C JING,T ZHANG,X ZHANG,H LUO,X WANG,J ZHANG,FR LIU,Y LI,G BU,L WEN,TY HUANG,H XU,YW ZHANG",RPS23RG1 Is Required for Synaptic Integrity and Rescues Alzheimer's Disease-Associated Cognitive Deficits.,High,https://www.sciencedirect.com/science/article/pii/S0006322318317827,9.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,1,1
321,2120635235086052275,"CaMKIIα-driven, phosphatase-checked postsynaptic plasticity via phase separation","Q Cai, M Zeng, X Wu, H Wu, Y Zhan, R Tian, M Zhang","Q CAI,M ZENG,X WU,H WU,Y ZHAN,R TIAN,M ZHANG","CaMKIIα-driven, phosphatase-checked postsynaptic plasticity via phase separation.",High,https://www.nature.com/articles/s41422-020-00439-9,9.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,1,1
322,3858805094147169110,Estimation of the number of synapses in the hippocampus and brain-wide by volume electron microscopy and genetic labeling,"A Santuy, L Tomás-Roca, JR Rodríguez…","A SANTUY,L TOMÁS-ROCA,JR RODRÍGUEZ,J GONZÁLEZ-SORIANO,F ZHU,Z QIU,SGN GRANT,J DEFELIPE,A MERCHAN-PEREZ",Estimation of the number of synapses in the hippocampus and brain-wide by volume electron microscopy and genetic labeling.,High,https://www.nature.com/articles/s41598-020-70859-5,9.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
323,7987506880445441036,Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain,"Y Xia, Y Shang, R Zhang, J Zhu","Y XIA,Y SHANG,R ZHANG,J ZHU",Structure of the PSD-95/MAP1A complex reveals a unique target recognition mode of the MAGUK GK domain.,High,https://portlandpress.com/biochemj/article/474/16/2817/49666,7.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,2,1
324,12830844916260303707,Deep Learning-Assisted High-Throughput analysis of Freeze-Fracture replica images applied to glutamate receptors and calcium channels at hippocampal synapses,"D Kleindienst, J Montanaro, P Bhandari…","D KLEINDIENST,J MONTANARO,P BHANDARI,MJ CASE,Y FUKAZAWA,R SHIGEMOTO",Deep Learning-Assisted High-Throughput Analysis of Freeze-Fracture Replica Images Applied to Glutamate Receptors and Calcium Channels at Hippocampal Synapses.,High,https://www.mdpi.com/826752,5.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
325,4323257299896603179,Slitrk2 controls excitatory synapse development via PDZ-mediated protein interactions,"KA Han, J Kim, H Kim, D Kim, D Lim, J Ko, JW Um","KA HAN,J KIM,H KIM,D KIM,D LIM,J KO,JW UM",Slitrk2 controls excitatory synapse development via PDZ-mediated protein interactions.,High,https://www.nature.com/articles/s41598-019-53519-1,5.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
131,15352371410856026011,Liquid–liquid phase separation in human health and diseases,"B Wang, L Zhang, T Dai, Z Qin, H Lu, L Zhang…","B WANG,L ZHANG,T DAI,Z QIN,H LU,L ZHANG,F ZHOU",Liquid-liquid phase separation in human health and diseases.,High,https://www.nature.com/articles/s41392-021-00678-1,3.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
327,3156176866078157038,AMPA receptors: Dynamics and targets of disease,EE Benarroch,EE BENARROCH,AMPA receptors: Dynamics and targets of disease.,High,https://n.neurology.org/content/87/12/1281.extract,4.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
328,14063069276937215806,MiR-486-5p-directed MAGI1/Rap1/RASSF5 signaling pathway contributes to hydroquinone-induced inhibition of erythroid differentiation in K562 cells,"X Ma, X Zhang, J Luo, B Liang, J Peng, C Chen, H Guo…","X MA,X ZHANG,J LUO,B LIANG,J PENG,C CHEN,H GUO,Q WANG,X XING,Q DENG,H HUANG,Q LIAO,W CHEN,Q HU,D YU,Y XIAO",MiR-486-5p-directed MAGI1/Rap1/RASSF5 signaling pathway contributes to hydroquinone-induced inhibition of erythroid differentiation in K562 cells.,High,https://www.sciencedirect.com/science/article/pii/S0887233319308586,6.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
329,6571036155446332455,SMAGP a novel biomarker of cervical cancer development and progression,"Y Jia, H Li, G Liu, F Song","Y JIA,H LI,G LIU,F SONG",SMAGP a novel biomarker of cervical cancer development and progression,High,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6199232/,3.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
330,7081868463441771834,Understanding the molecular and cell biological mechanisms of electrical synapse formation,"EA Martin, AM Lasseigne, AC Miller","EA MARTIN,AM LASSEIGNE,AC MILLER",Understanding the Molecular and Cell Biological Mechanisms of Electrical Synapse Formation.,High,https://www.frontiersin.org/articles/10.3389/fnana.2020.00012/full,5.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
331,14407801138313454784,Breaking symmetry–cell polarity signaling pathways in growth cone guidance and synapse formation,Y Zou,Y ZOU,Breaking symmetry - cell polarity signaling pathways in growth cone guidance and synapse formation.,High,https://www.sciencedirect.com/science/article/pii/S0959438820300738,8.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
142,12432827055438822050,The protein biochemistry of the postsynaptic density in glutamatergic synapses mediates learning in neural networks,MB Kennedy,MB KENNEDY,The Protein Biochemistry of the Postsynaptic Density in Glutamatergic Synapses Mediates Learning in Neural Networks.,High,https://pubs.acs.org/doi/abs/10.1021/acs.biochem.8b00496,4.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
333,14270940773494178563,C. elegans MAGU-2/Mpp5 homolog regulates epidermal phagocytosis and synapse density,"Salvatore J. Cherra,Alexandr Goncharov,Daniela Boassa,Mark Ellisman,Yishi Jin",,,None,https://www.tandfonline.com/doi/abs/10.1080/01677063.2020.1726915,3.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
334,7425118808325171027,Sapap3 deletion causes dynamic synaptic density abnormalities: a longitudinal [11 C] UCB-J PET study in a model of obsessive–compulsive disorder-like …,"D Glorie, J Verhaeghe, A Miranda…","D GLORIE,J VERHAEGHE,A MIRANDA,S DE LOMBAERDE,S STROOBANTS,S STAELENS",Sapap3 deletion causes dynamic synaptic density abnormalities: a longitudinal [,High,https://ejnmmires.springeropen.com/articles/10.1186/s13550-020-00721-2,4.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
153,16101211623254676737,Regulation of membrane NMDA receptors by dynamics and protein interactions,"M Petit-Pedrol, L Groc","M PETIT-PEDROL,L GROC",Regulation of membrane NMDA receptors by dynamics and protein interactions.,High,https://rupress.org/jcb/article/211609/Regulation-of-membrane-NMDA-receptors-by-dynamics,2.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,-1
336,7492758262253015197,"MAGUKs are essential, but redundant, in long-term potentiation","X Chen, Y Fukata, M Fukata…","X CHEN,Y FUKATA,M FUKATA,RA NICOLL","MAGUKs are essential, but redundant, in long-term potentiation.",High,https://www.pnas.org/content/118/28/e2107585118.short,2.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
337,11738116831162005893,Structural Basis for the High-Affinity Interaction between CASK and Mint1,"X Wu, Q Cai, Y Chen, S Zhu, J Mi, J Wang, M Zhang","X WU,Q CAI,Y CHEN,S ZHU,J MI,J WANG,M ZHANG",Structural Basis for the High-Affinity Interaction between CASK and Mint1.,High,https://www.sciencedirect.com/science/article/pii/S0969212620301209,3.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,1,1
338,12676506322282554044,FMRP and CYFIP1 at the Synapse and Their Role in Psychiatric Vulnerability,"NE Clifton, KL Thomas, LS Wilkinson, J Hall…","NE CLIFTON,KL THOMAS,LS WILKINSON,J HALL,S TRENT",FMRP and CYFIP1 at the Synapse and Their Role in Psychiatric Vulnerability.,High,https://www.karger.com/Article/Abstract/506858,2.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
339,7522162404640629482,"Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster","P Venugopal, H Veyssière…","P VENUGOPAL,H VEYSSIÈRE,JL COUDERC,G RICHARD,C VACHIAS,V MIROUSE","Multiple functions of the scaffold protein Discs large 5 in the control of growth, cell polarity and cell adhesion in Drosophila melanogaster.",High,https://bmcdevbiol.biomedcentral.com/articles/10.1186/s12861-020-00218-0,3.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
340,698740457272004137,High-level expression of palmitoylated MPP1 recombinant protein in mammalian cells,"A Chytła, W Gajdzik-Nowak, A Biernatowska…","A CHYTŁA,W GAJDZIK-NOWAK,A BIERNATOWSKA,AF SIKORSKI,A CZOGALLA",High-Level Expression of Palmitoylated MPP1 Recombinant Protein in Mammalian Cells.,High,https://www.mdpi.com/2077-0375/11/9/715,1.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
341,7451720225721710050,Distinct calcium/calmodulin-dependent serine protein kinase domains control cardiac sodium channel membrane expression and focal adhesion anchoring,"A Beuriot, CA Eichel, G Dilanian, F Louault, D Melgari…","A BEURIOT,CA EICHEL,G DILANIAN,F LOUAULT,D MELGARI,N DOISNE,A COULOMBE,SN HATEM,E BALSE",Distinct calcium/calmodulin-dependent serine protein kinase domains control cardiac sodium channel membrane expression and focal adhesion anchoring.,High,https://www.sciencedirect.com/science/article/pii/S1547527119311749,3.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
342,16058727201215697752,Genome-wide linkage analysis in Spanish melanoma-prone families identifies a new familial melanoma susceptibility locus at 11q,"M Potrony, JA Puig-Butille, JM Farnham…","M POTRONY,JA PUIG-BUTILLE,JM FARNHAM,P GIMÉNEZ-XAVIER,C BADENAS,G TELL-MARTÍ,P AGUILERA,C CARRERA,J MALVEHY,CC TEERLINK,S PUIG",Genome-wide linkage analysis in Spanish melanoma-prone families identifies a new familial melanoma susceptibility locus at 11q.,High,https://www.nature.com/articles/s41431-018-0149-8,2.0,4976467416538385573,Mechanistic basis of MAGUK-organized complexes in synaptic development and signalling,"J Zhu, Y Shang, M Zhang",137,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4976467416538385573,0,0
