index_source,pubmed_id,title_pub,title_source,authors_pub,clusterid_google,titleMatch
121,32853565,Phosphofructokinase relocalizes into subcellular compartments with liquid-like properties in vivo.,Phosphofructokinase relocalizes into subcellular compartments with liquid-like properties in vivo,"S JANG,Z XUAN,RC LAGOY,LM JAWERTH,IJ GONZALEZ,M SINGH,S PRASHAD,HS KIM,A PATEL,DR ALBRECHT,AA HYMAN,DA COLÓN-RAMOS",5617138828377989819,High
122,33093672,Cell-cell interfaces as specialized compartments directing cell function.,Cell–cell interfaces as specialized compartments directing cell function,"B BELARDI,S SON,JH FELCE,ML DUSTIN,DA FLETCHER",12945867948197896371,High
123,32135192,Probing Surfaces in Dynamic Protein Interactions.,Probing Surfaces in Dynamic Protein Interactions,"E SPREITZER,S USLUER,T MADL",518979663324886557,High
124,33096206,"Regulation of actin dynamics in dendritic spines: Nanostructure, molecular mobility, and signaling mechanisms.","Regulation of actin dynamics in dendritic spines: Nanostructure, molecular mobility, and signaling mechanisms",S OKABE,4347169510333764200,High
125,31910298,Pressure Sensitivity of SynGAP/PSD-95 Condensates as a Model for Postsynaptic Densities and Its Biophysical and Neurological Ramifications.,Pressure Sensitivity of SynGAP/PSD‐95 Condensates as a Model for Postsynaptic Densities and Its Biophysical and Neurological Ramifications,"H CINAR,R OLIVA,YH LIN,X CHEN,M ZHANG,HS CHAN,R WINTER",1633844401782437634,High
126,31617345,Phase Separation in Asymmetric Cell Division.,Phase separation in asymmetric cell division,W WEN,6202012085279254546,High
127,33635901,Correction: Social isolation in rats: Effects on animal welfare and molecular markers for neuroplasticity.,Social isolation in rats: Effects on animal welfare and molecular markers for neuroplasticity,"V BEGNI,A SANSON,N PFEIFFER,C BRANDWEIN,D INTA,SR TALBOT,MA RIVA,P GASS,AS MALLIEN",9480634903648612304,High
128,,,Liquid-liquid phase separation and biomolecular condensates,,12061798953079773076,None
129,34314857,Nanoscale synapse organization and dysfunction in neurodevelopmental disorders.,Nanoscale synapse organization and dysfunction in neurodevelopmental disorders,"HL ZIEGER,D CHOQUET",9846538415147152231,High
130,32652058,The Dual PDZ Domain from Postsynaptic Density Protein 95 Forms a Scaffold with Peptide Ligand.,The dual PDZ domain from Postsynaptic density protein 95 forms a scaffold with peptide ligand,"NA RODZLI,MP LOCKHART-CAIRNS,CW LEVY,J CHIPPERFIELD,L BIRD,C BALDOCK,SM PRINCE",2968521502154498551,High
131,34334791,Liquid-liquid phase separation in human health and diseases.,Liquid–liquid phase separation in human health and diseases,"B WANG,L ZHANG,T DAI,Z QIN,H LU,L ZHANG,F ZHOU",15352371410856026011,High
132,31914616,Liquid-liquid phase separation and fibrillation of the prion protein modulated by a high-affinity DNA aptamer.,Liquid-liquid phase separation and aggregation of the prion protein globular domain modulated by a high-affinity DNA aptamer,"CO MATOS,YM PASSOS,MJ DO AMARAL,B MACEDO,MH TEMPONE,OCL BEZERRA,MO MORAES,MS ALMEIDA,G WEBER,S MISSAILIDIS,JL SILVA,VN UVERSKY,AS PINHEIRO,Y CORDEIRO",6819112516008397991,High
133,33760045,Membraneless organelles restructured and built by pandemic viruses: HIV-1 and SARS-CoV-2.,Membraneless organelles restructured and built by pandemic viruses: HIV-1 and SARS-CoV-2,"V SCOCA,F DI NUNZIO",5732431678096975165,High
134,33144560,Behavior control of membrane-less protein liquid condensates with metal ion-induced phase separation.,Behavior control of membrane-less protein liquid condensates with metal ion-induced phase separation,"K HONG,D SONG,Y JUNG",6339083748405744636,High
135,32096048,Liquid-Liquid Phase Separation of Tau Protein in Neurobiology and Pathology.,Liquid-liquid phase separation of tau protein in neurobiology and pathology,S WEGMANN,6633196992816223515,High
136,31595953,Inherited and Sporadic Amyotrophic Lateral Sclerosis and Fronto-Temporal Lobar Degenerations arising from Pathological Condensates of Phase Separating Proteins.,Inherited and sporadic amyotrophic lateral sclerosis and fronto-temporal lobar degenerations arising from pathological condensates of phase separating proteins,"M FERNANDOPULLE,G WANG,J NIXON-ABELL,S QAMAR,V BALAJI,R MORIHARA,PH ST GEORGE-HYSLOP",1380689510340094701,High
137,33397806,LGI1-ADAM22-MAGUK configures transsynaptic nanoalignment for synaptic transmission and epilepsy prevention.,LGI1–ADAM22–MAGUK configures transsynaptic nanoalignment for synaptic transmission and epilepsy prevention,"Y FUKATA,X CHEN,S CHIKEN,Y HIRANO,A YAMAGATA,H INAHASHI,M SANBO,H SANO,T GOTO,M HIRABAYASHI,HC KORNAU,H PRÜSS,A NAMBU,S FUKAI,RA NICOLL,M FUKATA",6843066270940391214,High
138,33049214,Visualizing Molecular Architectures of Cellular Condensates: Hints of Complex Coacervation Scenarios.,Visualizing Molecular Architectures of Cellular Condensates: Hints of Complex Coacervation Scenarios,"SK GOETZ,J MAHAMID",9883210210050312403,High
139,30086987,A Presynaptic Liquid Phase Unlocks the Vesicle Cluster.,A presynaptic liquid phase unlocks the vesicle cluster,"SSH WANG,PS KAESER",10585283839342584571,High
140,27955862,Liquid Phase Transition in the Postsynaptic Density?,Liquid Phase Transition in the Postsynaptic Density?,"MB KENNEDY,TL MASTRO",4005049760492103278,High
141,33732907,Structural properties and peptide ligand binding of the capsid homology domains of human Arc.,Structural properties and peptide ligand binding of the capsid homology domains of human Arc,"EI HALLIN,CR BRAMHAM,P KURSULA",16985093862861825560,High
142,29913061,The Protein Biochemistry of the Postsynaptic Density in Glutamatergic Synapses Mediates Learning in Neural Networks.,The protein biochemistry of the postsynaptic density in glutamatergic synapses mediates learning in neural networks,MB KENNEDY,12432827055438822050,High
143,33267475,Occurrence of Ordered and Disordered Structural Elements in Postsynaptic Proteins Supports Optimization for Interaction Diversity.,Occurrence of ordered and disordered structural elements in postsynaptic proteins supports optimization for interaction diversity,"A KISS-TÓTH,L DOBSON,B PÉTERFIA,AF ÁNGYÁN,B LIGETI,G LUKÁCS,Z GÁSPÁRI",13640630168162701334,High
144,33927400,CaMKII activation persistently segregates postsynaptic proteins via liquid phase separation.,CaMKII activation persistently segregates postsynaptic proteins via liquid phase separation,"T HOSOKAWA,PW LIU,Q CAI,JS FERREIRA,F LEVET,C BUTLER,JB SIBARITA,D CHOQUET,L GROC,E HOSY,M ZHANG,Y HAYASHI",2041437765863182719,High
145,33613257,Cyfip1 Regulates SynGAP1 at Hippocampal Synapses.,Cyfip1 regulates SynGAP1 at hippocampal synapses,"A SAHASRABUDHE,F BEGUM,CA GUEVARA,C MORRISON,K HSIAO,N KEZUNOVIC,O BOZDAGI-GUNAL,DL BENSON",9674448915992475297,High
146,30910772,Proteome-Scale Mapping of Perturbed Proteostasis in Living Cells.,Proteome-scale mapping of perturbed proteostasis in living cells,"I LAM,E HALLACLI,V KHURANA",13585080230320106258,High
147,34308971,Condensation of pericentrin proteins in human cells illuminates phase separation in centrosome assembly.,Condensation of pericentrin proteins in human cells illuminates phase separation in centrosome assembly,"X JIANG,DBT HO,K MAHE,J MIA,G SEPULVEDA,M ANTKOWIAK,L JIANG,S YAMADA,LE JAO",12949285020491831513,High
148,,,How the dual PDZ domain from Postsynaptic density protein 95 clusters ion channels and receptors,,8164262200976226682,None
149,34377363,"Insight into membraneless organelles and their associated proteins: Drivers, Clients and Regulators.","Insight into membraneless organelles and their associated proteins: Drivers, Clients and Regulators","F ORTI,AM NAVARRO,A RABINOVICH,SJ WODAK,C MARINO-BUSLJE",17519248788208275985,High
150,33139942,Mesophasic organization of GABA,Mesophasic organization of GABAA receptors in hippocampal inhibitory synapse,"YT LIU,CL TAO,X ZHANG,W XIA,DQ SHI,L QI,C XU,R SUN,XW LI,PM LAU,ZH ZHOU,GQ BI",5239750659866725640,Low
151,30849390,Liquid Active Zones for Controlling the Phases of Synaptic Transmission.,Liquid Active Zones for Controlling the Phases of Synaptic Transmission,"J EMPERADOR-MELERO,PS KAESER",4774857983928714648,High
152,34297914,RNA modulates physiological and neuropathological protein phase transitions.,RNA modulates physiological and neuropathological protein phase transitions,"JR MANN,CJ DONNELLY",6844737117931086763,High
153,33337489,Regulation of membrane NMDA receptors by dynamics and protein interactions.,Regulation of membrane NMDA receptors by dynamics and protein interactions,"M PETIT-PEDROL,L GROC",16101211623254676737,High
154,,,Liquid–Liquid Phase Separation of Tau Protein Is Encoded at the Monomeric Level,,15991089117197274972,None
155,,,Kindlin2-mediated phase separation underlies integrin adhesion formation,,13391799327028679276,None
156,,,Modifying the m6A brain methylome by ALKBH5-mediated demethylation: a new contender for synaptic tagging,,16425858732194182001,None
157,34291921,Liquid-Liquid Phase Separation in Biology: Specific Stoichiometric Molecular Interactions vs Promiscuous Interactions Mediated by Disordered Sequences.,Liquid–Liquid Phase Separation in Biology: Specific Stoichiometric Molecular Interactions vs Promiscuous Interactions Mediated by Disordered Sequences,"Z FENG,B JIA,M ZHANG",16266895945347245657,High
158,33023247,"Quantitative Synaptic Biology: A Perspective on Techniques, Numbers and Expectations.","Quantitative synaptic biology: a perspective on techniques, numbers and expectations","S RESHETNIAK,R FERNÁNDEZ-BUSNADIEGO,M MÜLLER,SO RIZZOLI,C TETZLAFF",7259742247400672426,High
159,,,Gephyrin: a scaffold that builds a phase at the inhibitory postsynapses,,18131012245601038477,None
160,32750125,Divergent Evolution of a Protein-Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection.,Divergent Evolution of a Protein–Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection,"L LAURSEN,J ČALYŠEVA,TJ GIBSON,P JEMTH",11918702511576972000,High
161,33809541,Integration of Data from Liquid-Liquid Phase Separation Databases Highlights Concentration and Dosage Sensitivity of LLPS Drivers.,Integration of Data from Liquid–Liquid Phase Separation Databases Highlights Concentration and Dosage Sensitivity of LLPS Drivers,"N FARAHI,T LAZAR,SJ WODAK,P TOMPA,R PANCSA",12766559374044559238,High
162,33891898,LIMD1 phase separation contributes to cellular mechanics and durotaxis by regulating focal adhesion dynamics in response to force.,LIMD1 phase separation contributes to cellular mechanics and durotaxis by regulating focal adhesion dynamics in response to force,"Y WANG,C ZHANG,W YANG,S SHAO,X XU,Y SUN,P LI,L LIANG,C WU",16742916418257646273,High
163,34619090,Liquid-liquid phase separation: Orchestrating cell signaling through time and space.,Liquid-liquid phase separation: Orchestrating cell signaling through time and space,"Q SU,S MEHTA,J ZHANG",1343612436677463712,High
164,,,Phase Separation in Cell Polarity: Published as part of the Biochemistry virtual special issue “Protein Condensates”,,9546787611706239079,None
165,,,Cyclin-dependent Kinase 5 Regulates Cortical Neurotransmission and Neural Circuits Associated with Motor Control in the Secondary Motor Cortex in the …,,98238368372769776,None
166,32157575,Interaction Between CRIPT and PSD-95 Is Required for Proper Dendritic Arborization in Hippocampal Neurons.,Interaction between CRIPT and PSD-95 is required for proper dendritic arborization in hippocampal neurons,"A OMELCHENKO,H MENON,SG DONOFRIO,G KUMAR,HM CHAPMAN,J ROSHAL,ER MARTINEZ-MONTES,TL WANG,MR SPALLER,BL FIRESTEIN",10371094073877480413,High
167,,,CaMKII activation triggers persistent formation and segregation of postsynaptic liquid phase,,6987625233604939244,None
168,34014519,Crystallographic Studies of PDZ Domain-Peptide Interactions of the Scribble Polarity Module.,Crystallographic Studies of PDZ Domain–Peptide Interactions of the Scribble Polarity Module,"JC MADDUMAGE,BZ STEWART,PO HUMBERT,M KVANSAKUL",2805058267177865341,High
169,33626355,Phase separation-mediated condensation of Whirlin-Myo15-Eps8 stereocilia tip complex.,Phase separation-mediated condensation of Whirlin-Myo15-Eps8 stereocilia tip complex,"L LIN,Y SHI,M WANG,C WANG,Q LU,J ZHU,R ZHANG",17046493715581826714,High
170,34033754,Membraneless condensates by Rapsn phase separation as a platform for neuromuscular junction formation.,Membraneless condensates by Rapsn phase separation as a platform for neuromuscular junction formation,"G XING,H JING,Z YU,P CHEN,H WANG,WC XIONG,L MEI",5078372405359541224,High
171,,,Construction of a liquid-liquid phase separation system from the gel-sol transition of elongated protein microgels in a crowding agent,,17142868504084180750,None
172,34637756,Assembly of model postsynaptic densities involves interactions auxiliary to stoichiometric binding.,Assembly of model postsynaptic densities involves interactions auxiliary to stoichiometric binding,"YH LIN,H WU,B JIA,M ZHANG,HS CHAN",12246916115372762934,High
173,34320361,Oligomerized liprin-α promotes phase separation of ELKS for compartmentalization of presynaptic active zone proteins.,Oligomerized liprin-α promotes phase separation of ELKS for compartmentalization of presynaptic active zone proteins,"M LIANG,G JIN,X XIE,W ZHANG,K LI,F NIU,C YU,Z WEI",16383001503011122437,High
174,28809097,Piconewton-Scale Analysis of Ras-BRaf Signal Transduction with Single-Molecule Force Spectroscopy.,Piconewton‐Scale Analysis of Ras‐BRaf Signal Transduction with Single‐Molecule Force Spectroscopy,"CS LIM,C WEN,Y SHENG,G WANG,Z ZHOU,S WANG,H ZHANG,A YE,JJ ZHU",130985485745381380,High
175,,,Physiochemical mechanisms of biomolecular liquid-liquid phase separation,,15850206496366471599,None
176,34141141,Physics of compartmentalization: How phase separation and signaling shape membrane and organelle identity.,Physics of compartmentalization: How phase separation and signaling shape membrane and organelle identity,"E FLORIS,A PIRAS,L DALL'ASTA,A GAMBA,E HIRSCH,CC CAMPA",5937553641189980965,High
177,34089731,Trans-synaptic LGI1-ADAM22-MAGUK in AMPA and NMDA receptor regulation.,Trans-synaptic LGI1–ADAM22–MAGUK in AMPA and NMDA receptor regulation,"Y FUKATA,Y HIRANO,Y MIYAZAKI,N YOKOI,M FUKATA",11448214557088314294,High
178,,,Biophysical underpinnings regarding the formation and the regulation of biomolecular condensates,,6135939507792653845,None
179,,,Exploring the Role of the PDZ Domain in a Supramodule,,6V2-Bfs4yFsJ,None
180,,,RNA and liquid-liquid phase separation,,803263479999502005,None
181,,,Coupling Bulk Phase Separation of Disordered Proteins to Membrane Domain Formation in Molecular Simulations on a Bespoke Compute Fabric,,6071351205925508582,None
182,33308442,"Multi-parametric analysis of 57 SYNGAP1 variants reveal impacts on GTPase signaling, localization, and protein stability.","Multi-parametric analysis of 57 SYNGAP1 variants reveal impacts on GTPase signaling, localization, and protein stability","F MEILI,WJ WEI,WC SIN,WM MEYERS,I DASCALU,DB CALLAGHAN,S ROGIC,P PAVLIDIS,K HAAS",11830972667084048708,High
183,33497737,Treadmill exercise enhances synaptic plasticity in the ischemic penumbra of MCAO mice by inducing the expression of Camk2a via CYFIP1 upregulation.,Treadmill exercise enhances synaptic plasticity in the ischemic penumbra of MCAO mice by inducing the expression of Camk2a via CYFIP1 upregulation,"W SHEN,L JIN,A ZHU,Y LIN,G PAN,S ZHOU,J CHENG,J ZHANG,F TU,C LIU,Q XIE,X CHEN",760220572136609961,High
184,33765580,Protein phase separation and its role in chromatin organization and diseases.,Protein phase separation and its role in chromatin organization and diseases,"J LI,Y ZHANG,X CHEN,L MA,P LI,H YU",15773406934322848947,High
185,,,Multiple polyvalency provided by intrinsically disordered segments is a key feature of postsynaptic scaffold proteins,,1718776192355025701,None
186,34074792,Interaction hot spots for phase separation revealed by NMR studies of a CAPRIN1 condensed phase.,Interaction hot spots for phase separation revealed by NMR studies of a CAPRIN1 condensed phase,"TH KIM,BJ PAYLISS,ML NOSELLA,ITW LEE,Y TOYAMA,JD FORMAN-KAY,LE KAY",4139706900446170595,High
187,,,Structure of biomolecular condensates from dissipative particle dynamics simulations,,15814632044965508783,None
188,,,"Heterozygous deletion of SYNGAP enzymatic domains in rats causes selective learning, social and seizure phenotypes",,10183984801062898540,None
189,,,CaMKII activation triggers persistent formation and segregation of postsynaptic liquid phase,,10950848140926956143,None
190,,,Drift-Diffusion Dynamics and Phase Separation in Curved Cell Membranes and Dendritic Spines: Hybrid Discrete-Continuum Methods,,17758946126451534543,None
191,33549703,Combating deleterious phase transitions in neurodegenerative disease.,Intrinsically Disorder Proteins and Liquid-Liquid Phase Transitions in Neurodegenerative Diseases,"AL DARLING,J SHORTER",sDBLPYswWcsJ,Low
192,34051266,Presynaptic bouton compartmentalization and postsynaptic density-mediated glutamate receptor clustering via phase separation.,Presynaptic bouton compartmentalization and postsynaptic density-mediated glutamate receptor clustering via phase separation,"Z FENG,X WU,M ZHANG",801515849957842243,High
193,34830152,Control of Chromatin Organization and Chromosome Behavior during the Cell Cycle through Phase Separation.,Control of Chromatin Organization and Chromosome Behavior during the Cell Cycle through Phase Separation,"J LI,J GAO,R WANG",17789004248998401438,High
194,34330769,Phase Separation of MAGI2-Mediated Complex Underlies Formation of Slit Diaphragm Complex in Glomerular Filtration Barrier.,Phase Separation of MAGI2-Mediated Complex Underlies Formation of Slit Diaphragm Complex in Glomerular Filtration Barrier,"H ZHANG,L LIN,J LIU,L PAN,Z LIN,M ZHANG,J ZHANG,Y CAO,J ZHU,R ZHANG",8082783179770336165,High
195,,,Examining the Material Properties and Dynamics of Condensed RNA/Protein Phases,,10185599902333393721,None
196,,,Generation of mouse models of neurodevelopmental disorders using the CRISPR/Cas9 system,,13418060411793434887,None
197,33729613,Synaptic dysfunction in amyotrophic lateral sclerosis/frontotemporal dementia: Therapeutic strategies and novel biomarkers.,Synaptic dysfunction in amyotrophic lateral sclerosis/frontotemporal dementia: Therapeutic strategies and novel biomarkers,"K KRISHNAMURTHY,P PASINELLI",7550409618294271328,High
198,34852231,Synaptic protein interaction networks encode experience by assuming stimulus-specific and brain-region-specific states.,Synaptic signaling networks encode experience by assuming stimulus-specific and brain-region-specific states,"JD LAUTZ,KB TSEGAY,Z ZHU,EP GNIFFKE,JP WELSH,SEP SMITH",7996662205064786508,High
199,,,From growing bubbles and dendrites to biological forms,,6165769418420061384,None
200,33578289,Regulation of biomolecular condensate dynamics by signaling.,Regulation of biomolecular condensate dynamics by signaling,"C GARCIA-CABAU,X SALVATELLA",6043765426509475299,High
201,,,Advances and development proposals on biomacromolecular phase separation research,,9092169038149458746,None
202,,,A quantitative analysis of the molecular organization of dendritic spines from hippocampal neurons,,18329333477714556360,None
203,,,Splicing of the SynGAP Carboxyl-Terminus Enables Isoform-Specific Tuning of NMDA Receptor Signaling Linked to Cognitive Function,,17135109518934697292,None
204,,,SYNGAP1 and Its Related Epileptic Syndromes,,RUBFYN1GWeMJ,None
205,,,Endogenous Syngap1 Alpha Splice Forms Promote Cognitive Function and Seizure Protection,,12687860360785432452,None
206,31051226,Synergistic effects of combined vaccination with BCG and influenza vaccines on spatial cognition and hippocampal plasticity in rats.,Synergistic effects of combined vaccination with BCG and influenza vaccines on spatial cognition and hippocampal plasticity in rats,"Q LI,A XUAN,F QI,J YANG,J ZOU,Z YAO",11246943805602513818,High
207,34327010,Interactions between Phase-Separated Liquids and Membrane Surfaces.,Interactions between Phase-Separated Liquids and Membrane Surfaces,"S BOTTERBUSCH,T BAUMGART",7116166065639346280,High
208,,,[CITATION][C],,-YnqbMMDe0AJ,None
209,,,Angewandte,,1618479868106356692,None
210,33336891,Photobiomodulation suppresses JNK3 by activation of ERK/MKP7 to attenuate AMPA receptor endocytosis in Alzheimer's disease.,Photobiomodulation suppresses JNK3 by activation of ERK/MKP7 to attenuate AMPA receptor endocytosis in Alzheimer's disease,"Q SHEN,L LIU,X GU,D XING",7211133045500811173,High
211,,,Concentration and dosage sensitivity of proteins driving liquid-liquid phase separation,,10416548356415604104,None
212,,,A Chemical Tool for Blue Light-Inducible Proximity Photo-crosslinking in Live Cells,,M20BfSnr2lEJ,None
213,,,Analysis of multiple transcriptome data to determine age-associated genes for the progression of Parkinson's disease,,18295402051330432902,None
214,34053866,The m,"The m6A-epitranscriptome in brain plasticity, learning and memory","J WIDAGDO,JJ WONG,V ANGGONO",16494471540650161706,Low
215,33914074,Mechanisms and regulation underlying membraneless organelle plasticity control.,Mechanisms and regulation underlying membraneless organelle plasticity control,"H ISMAIL,X LIU,F YANG,J LI,A ZAHID,Z DOU,X LIU,X YAO",15025647335952031912,High
216,33752045,Regulation of synaptic nanodomain by liquid-liquid phase separation: A novel mechanism of synaptic plasticity.,Regulation of synaptic nanodomain by liquid–liquid phase separation: A novel mechanism of synaptic plasticity,"PW LIU,T HOSOKAWA,Y HAYASHI",1121199565749215145,High
217,34761188,Site-specific phosphorylation of PSD-95 dynamically regulates the postsynaptic density as observed by phase separation.,Site-Specific Phosphorylation of PSD-95 Dynamically Regulates the Postsynaptic Density as Observed by Phase Separation,"M VISTRUP-PARRY,X CHEN,TL JOHANSEN,S BACH,SC BUCH-LARSEN,CRO BARTLING,C MA,LS CLEMMENSEN,ML NIELSEN,M ZHANG,K STRØMGAARD",6279993331728316564,High
218,,,Bi-directional protein-protein interactions control liquid-liquid phase separation of PSD-95 and its interaction partners,,6652673115917343383,None
219,,,Crosstalk between biochemical signaling and trafficking determines AMPAR dynamics in synaptic plasticity,,13072096386696815605,None
220,34638607,Phase Separation and Mechanical Forces in Regulating Asymmetric Cell Division of Neural Stem Cells.,Phase Separation and Mechanical Forces in Regulating Asymmetric Cell Division of Neural Stem Cells,"Y ZHANG,H WEI,W WEN",18047651927128233735,High
221,,,Precision and Rational Engineering of Bio-Inspired Hierarchical Polymeric Networks for Biomedical Engineering Applications,,0Yqpqh8QMiUJ,None
222,34852231,Synaptic protein interaction networks encode experience by assuming stimulus-specific and brain-region-specific states.,Synaptic protein interaction networks encode experience by assuming stimulus-specific and brain-region-specific states,"JD LAUTZ,KB TSEGAY,Z ZHU,EP GNIFFKE,JP WELSH,SEP SMITH",12974527494602227600,High
223,,,JNK activity modulates postsynaptic scaffold protein SAP102 and kainate receptor dynamics in dendritic spines,,17323963647459864601,None
224,33833429,The STING phase-separator suppresses innate immune signalling.,The STING phase-separator suppresses innate immune signalling,"X YU,L ZHANG,J SHEN,Y ZHAI,Q JIANG,M YI,X DENG,Z RUAN,R FANG,Z CHEN,X NING,Z JIANG",1067512930318630199,High
225,,,New pathogenic mechanisms in SCA1 neurodegenerative disease revealed by the ataxin-1 interactome,,1648866492298596979,None
226,,,A Potential Role For Sap97 In Psychiatric Disorders,,13225277611234800301,None
227,32579114,SynGAP isoforms differentially regulate synaptic plasticity and dendritic development.,SynGAP splice isoforms differentially regulate synaptic plasticity and dendritic development,"Y ARAKI,I HONG,TR GAMACHE,S JU,L COLLADO-TORRES,JH SHIN,RL HUGANIR",18043688428803092886,High
228,,,Roles of Syngap Isoforms in Synaptic and Cognitive Functions,,hNPMxFSuzjMJ,None
229,33126250,MloDisDB: a manually curated database of the relations between membraneless organelles and diseases.,MloDisDB: a manually curated database of the relations between membraneless organelles and diseases,"C HOU,H XIE,Y FU,Y MA,T LI",9419632817056149253,High
230,,,[CITATION][C],,PPyCyLf7l4gJ,None
231,34737294,A recurrent SHANK3 frameshift variant in Autism Spectrum Disorder.,A recurrent SHANK3 frameshift variant in Autism Spectrum Disorder,"LO LOUREIRO,JL HOWE,MS REUTER,A IABONI,K CALLI,D ROSHANDEL,I PRITIŠANAC,A MOSES,JD FORMAN-KAY,B TROST,M ZARREI,O RENNIE,LYS LAU,CR MARSHALL,S SRIVASTAVA,B GODLEWSKI,ED BUTTERMORE,M SAHIN,D HARTLEY,T FRAZIER,J VORSTMAN,S GEORGIADES,SME LEWIS,P SZATMARI,CAL BRADLEY,AC TABET,M WILLEMS,S LUMBROSO,A PITON,J LESPINASSE,R DELORME,T BOURGERON,E ANAGNOSTOU,SW SCHERER",5584520453949790897,High
232,34508658,A gel-like condensation of Cidec generates lipid-permeable plates for lipid droplet fusion.,A gel-like condensation of Cidec generates lipid-permeable plates for lipid droplet fusion,"X LYU,J WANG,J WANG,YS YIN,Y ZHU,LL LI,S HUANG,S PENG,B XUE,R LIAO,SQ WANG,M LONG,T WOHLAND,BT CHUA,Y SUN,P LI,XW CHEN,L XU,FJ CHEN,P LI",5375559647842459295,High
233,34769208,Stable and Flexible Synaptic Transmission Controlled by the Active Zone Protein Interactions.,Stable and Flexible Synaptic Transmission Controlled by the Active Zone Protein Interactions,S MOCHIDA,977350769795364819,High
234,34031393,PKC-phosphorylation of Liprin-α3 triggers phase separation and controls presynaptic active zone structure.,PKC-phosphorylation of Liprin-α3 triggers phase separation and controls presynaptic active zone structure,"J EMPERADOR-MELERO,MY WONG,SSH WANG,G DE NOLA,H NYITRAI,T KIRCHHAUSEN,PS KAESER",14235740492770497417,High
235,,,Phase separation-mediated formation of condensed GIT/PIX enzyme complex module for compartmentalized signaling,,3540854609590260414,None
236,,,The vesicle cluster as a major organizer of synaptic composition in the short-term and long-term,,4684210917113356243,None
237,33506543,Nanoparticle-Assembled Vacuolated Coacervates Control Macromolecule Spatiotemporal Distribution to Provide a Stable Segregated Cell Microenvironment.,Nanoparticle‐Assembled Vacuolated Coacervates Control Macromolecule Spatiotemporal Distribution to Provide a Stable Segregated Cell Microenvironment,"P ZHAO,B YANG,X XU,NC LAI,R LI,X YANG,L BIAN",10960595245516864648,High
238,,,Phase behaviour and structure of a model biomolecular condensate,,16634855176591700509,None
239,,,Btbd11 is an inhibitory interneuron specific synaptic scaffolding protein that supports excitatory synapse structure and function,,2394364208741722312,None
240,34206440,Liquid-Liquid Phase Separation in the Presence of Macromolecular Crowding and State-dependent Kinetics.,Liquid–Liquid Phase Separation in the Presence of Macromolecular Crowding and State-dependent Kinetics,"AO VWEZA,CG SONG,KT CHONG",11108135193407517032,High
241,,,Regulation of the Stability and Localization of Post-synaptic Membrane Proteins by Liquid-Liquid Phase Separation,,NPEX4XJYOMgJ,None
242,,,Compartmentalization of enhanced biomolecular interactions for high-throughput drug screening in test tubes,,12614668218935084996,None
243,34599097,Surface densities prewet a near-critical membrane.,Surface Densities Prewet a Near-Critical Membrane,"M ROUCHES,SL VEATCH,BB MACHTA",11766032026173183836,High
244,34916907,The Fine Art of Writing a Message: RNA Metabolism in the Shaping and Remodeling of the Nervous System.,The Fine Art of Writing a Message: RNA Metabolism in the Shaping and Remodeling of the Nervous System,"M LANDÍNEZ-MACÍAS,O URWYLER",5098320162155237977,High
245,,,Assembly and Structure of Bacteriophage Capsids and Tails,,5699270259642882334,None
246,,,Role of the Prion-like domain of Imp in neuronal RNP granule regulation,,17592782082499077179,None
247,34547434,Far from the nuclear crowd: Cytoplasmic lncRNA and their implications in synaptic plasticity and memory.,Far from the nuclear crowd: Cytoplasmic lncRNA and their implications in synaptic plasticity and memory,"S SAMADDAR,S BANERJEE",12961076792058558593,High
248,,,Quantitative Models of Calcium-Dependent Protein Signaling in Neuronal Dendritic Spines,,o2xl8sjH3nsJ,None
249,33330512,Coiled-Coil Motifs of RNA-Binding Proteins: Dynamicity in RNA Regulation.,Coiled-Coil Motifs of RNA-Binding Proteins: Dynamicity in RNA Regulation,"LK FORD,L FIORITI",8368540332117466593,High
250,,,Dual-Specificity Ras/Rap GTPase Activating Proteins,,CTlp-rk7AR4J,None
251,,,Minimal Multi-Scale Model for Liquid-Liquid Phase Separation Regulated by Small Molecules,,8682366145024702762,None
252,34921843,Imaging the endocannabinoid signaling system.,Imaging the endocannabinoid signaling system,"B DUDOK,I SOLTESZ",7789342989924119517,High
253,34245784,Dissecting Inter-domain Cooperativity in the Folding of a Multi Domain Protein.,Dissecting Inter-domain Cooperativity in the Folding of a Multi Domain Protein,"L LAURSEN,S GIANNI,P JEMTH",o6an_5inDNEJ,High
254,,,シナプス接着分子群の構造基盤の最前線,,18159030060183966892,None
255,,,Rôle du domaine de type prion de Imp dans la régulation des granules RNP neuronaux,,UeAnEcYNV8kJ,None
256,,,Immune synapse: T cell receptor clustering is associated with a liquid-disordered plasma membrane,,kW5iIXnd1CcJ,None
257,,,生物分子液-液相分离的物理化学机制,,16713225240225690331,None
258,,,Lokális kölcsönhatások által modulált belső dinamika mint biológiai szabályozó mechanizmus vizsgálata globuláris fehérjékben,,16202142892456531640,None
259,,,Guanosina e neuroplasticidade: estudo de proteínas envolvidas na sinaptogênese e na transmissão glutamatérgica e purinérgica,,14149204896753352554,None
260,,,CaMKII の新しいシナプス可塑性機構,,15391957800137530392,None
