id_source,title_source_x,authors_source,url_source,cited_by_source,id_target,title,totalCitations,url,clusterid,authors,index_source,pubmed_id,title_pub,title_source_y,authors_pub,clusterid_google,titleMatch,authoerOverlaps,selfcitations
12061798953079773076,Liquid-liquid phase separation and biomolecular condensates,"R Wu, P Li",https://engine.scichina.com/publisher/scp/journal/CSB/doi/10.1360/N972019-00281?slug=fulltext,4.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",128,,,Liquid-liquid phase separation and biomolecular condensates,,12061798953079773076,None,0,-1
9846538415147152231,Nanoscale synapse organization and dysfunction in neurodevelopmental disorders,"HL Zieger, D Choquet",https://www.sciencedirect.com/science/article/pii/S0969996121002023,4.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",129,34314857.0,Nanoscale synapse organization and dysfunction in neurodevelopmental disorders.,Nanoscale synapse organization and dysfunction in neurodevelopmental disorders,"HL ZIEGER,D CHOQUET",9846538415147152231,High,0,-1
2968521502154498551,The dual PDZ domain from Postsynaptic density protein 95 forms a scaffold with peptide ligand,"NA Rodzli, MP Lockhart-Cairns, CW Levy…",https://www.sciencedirect.com/science/article/pii/S000634952030494X,7.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",130,32652058.0,The Dual PDZ Domain from Postsynaptic Density Protein 95 Forms a Scaffold with Peptide Ligand.,The dual PDZ domain from Postsynaptic density protein 95 forms a scaffold with peptide ligand,"NA RODZLI,MP LOCKHART-CAIRNS,CW LEVY,J CHIPPERFIELD,L BIRD,C BALDOCK,SM PRINCE",2968521502154498551,High,0,0
15352371410856026011,Liquid–liquid phase separation in human health and diseases,"B Wang, L Zhang, T Dai, Z Qin, H Lu, L Zhang…",https://www.nature.com/articles/s41392-021-00678-1,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",131,34334791.0,Liquid-liquid phase separation in human health and diseases.,Liquid–liquid phase separation in human health and diseases,"B WANG,L ZHANG,T DAI,Z QIN,H LU,L ZHANG,F ZHOU",15352371410856026011,High,0,0
6819112516008397991,Liquid-liquid phase separation and aggregation of the prion protein globular domain modulated by a high-affinity DNA aptamer,"CO Matos, YM Passos, MJ do Amaral, B Macedo…",https://www.biorxiv.org/content/10.1101/659037v1.abstract,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",132,31914616.0,Liquid-liquid phase separation and fibrillation of the prion protein modulated by a high-affinity DNA aptamer.,Liquid-liquid phase separation and aggregation of the prion protein globular domain modulated by a high-affinity DNA aptamer,"CO MATOS,YM PASSOS,MJ DO AMARAL,B MACEDO,MH TEMPONE,OCL BEZERRA,MO MORAES,MS ALMEIDA,G WEBER,S MISSAILIDIS,JL SILVA,VN UVERSKY,AS PINHEIRO,Y CORDEIRO",6819112516008397991,High,0,0
5732431678096975165,Membraneless organelles restructured and built by pandemic viruses: HIV-1 and SARS-CoV-2,"V Scoca, F Di Nunzio",https://academic.oup.com/jmcb/article-abstract/13/4/259/6184868,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",133,33760045.0,Membraneless organelles restructured and built by pandemic viruses: HIV-1 and SARS-CoV-2.,Membraneless organelles restructured and built by pandemic viruses: HIV-1 and SARS-CoV-2,"V SCOCA,F DI NUNZIO",5732431678096975165,High,0,-1
6339083748405744636,Behavior control of membrane-less protein liquid condensates with metal ion-induced phase separation,"K Hong, D Song, Y Jung",https://www.nature.com/articles/s41467-020-19391-8,4.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",134,33144560.0,Behavior control of membrane-less protein liquid condensates with metal ion-induced phase separation.,Behavior control of membrane-less protein liquid condensates with metal ion-induced phase separation,"K HONG,D SONG,Y JUNG",6339083748405744636,High,0,-1
6633196992816223515,Liquid-liquid phase separation of tau protein in neurobiology and pathology,S Wegmann,https://books.google.com/books?hl=en&lr=&id=BaHSDwAAQBAJ&oi=fnd&pg=PA341&ots=Bu77qVkCsp&sig=XIPGTAISndHmVihYk9RiBhQkwes,4.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",135,32096048.0,Liquid-Liquid Phase Separation of Tau Protein in Neurobiology and Pathology.,Liquid-liquid phase separation of tau protein in neurobiology and pathology,S WEGMANN,6633196992816223515,High,0,-1
1380689510340094701,Inherited and sporadic amyotrophic lateral sclerosis and fronto-temporal lobar degenerations arising from pathological condensates of phase separating proteins,"M Fernandopulle, GZ Wang…",https://academic.oup.com/hmg/article-abstract/28/R2/R187/5584074,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",136,31595953.0,Inherited and Sporadic Amyotrophic Lateral Sclerosis and Fronto-Temporal Lobar Degenerations arising from Pathological Condensates of Phase Separating Proteins.,Inherited and sporadic amyotrophic lateral sclerosis and fronto-temporal lobar degenerations arising from pathological condensates of phase separating proteins,"M FERNANDOPULLE,G WANG,J NIXON-ABELL,S QAMAR,V BALAJI,R MORIHARA,PH ST GEORGE-HYSLOP",1380689510340094701,High,0,0
6843066270940391214,LGI1–ADAM22–MAGUK configures transsynaptic nanoalignment for synaptic transmission and epilepsy prevention,"Y Fukata, X Chen, S Chiken, Y Hirano…",https://www.pnas.org/content/118/3/e2022580118.short,15.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",137,33397806.0,LGI1-ADAM22-MAGUK configures transsynaptic nanoalignment for synaptic transmission and epilepsy prevention.,LGI1–ADAM22–MAGUK configures transsynaptic nanoalignment for synaptic transmission and epilepsy prevention,"Y FUKATA,X CHEN,S CHIKEN,Y HIRANO,A YAMAGATA,H INAHASHI,M SANBO,H SANO,T GOTO,M HIRABAYASHI,HC KORNAU,H PRÜSS,A NAMBU,S FUKAI,RA NICOLL,M FUKATA",6843066270940391214,High,0,0
9883210210050312403,Visualizing Molecular Architectures of Cellular Condensates: Hints of Complex Coacervation Scenarios,"SK Goetz, J Mahamid",https://www.sciencedirect.com/science/article/pii/S153458072030705X,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",138,33049214.0,Visualizing Molecular Architectures of Cellular Condensates: Hints of Complex Coacervation Scenarios.,Visualizing Molecular Architectures of Cellular Condensates: Hints of Complex Coacervation Scenarios,"SK GOETZ,J MAHAMID",9883210210050312403,High,0,-1
10585283839342584571,A presynaptic liquid phase unlocks the vesicle cluster,"SSH Wang, PS Kaeser",https://www.sciencedirect.com/science/article/pii/S0166223618301991,4.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",139,30086987.0,A Presynaptic Liquid Phase Unlocks the Vesicle Cluster.,A presynaptic liquid phase unlocks the vesicle cluster,"SSH WANG,PS KAESER",10585283839342584571,High,0,-1
4005049760492103278,Liquid Phase Transition in the Postsynaptic Density?,"MB Kennedy, TL Mastro",https://www.cell.com/trends/biochemical-sciences/fulltext/S0968-0004(16)30205-5,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",140,27955862.0,Liquid Phase Transition in the Postsynaptic Density?,Liquid Phase Transition in the Postsynaptic Density?,"MB KENNEDY,TL MASTRO",4005049760492103278,High,0,-1
16985093862861825560,Structural properties and peptide ligand binding of the capsid homology domains of human Arc,"EI Hallin, CR Bramham, P Kursula",https://www.sciencedirect.com/science/article/pii/S2405580821000698,5.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",141,33732907.0,Structural properties and peptide ligand binding of the capsid homology domains of human Arc.,Structural properties and peptide ligand binding of the capsid homology domains of human Arc,"EI HALLIN,CR BRAMHAM,P KURSULA",16985093862861825560,High,0,-1
12432827055438822050,The protein biochemistry of the postsynaptic density in glutamatergic synapses mediates learning in neural networks,MB Kennedy,https://pubs.acs.org/doi/abs/10.1021/acs.biochem.8b00496,4.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",142,29913061.0,The Protein Biochemistry of the Postsynaptic Density in Glutamatergic Synapses Mediates Learning in Neural Networks.,The protein biochemistry of the postsynaptic density in glutamatergic synapses mediates learning in neural networks,MB KENNEDY,12432827055438822050,High,0,-1
13640630168162701334,Occurrence of ordered and disordered structural elements in postsynaptic proteins supports optimization for interaction diversity,"A Kiss-Tóth, L Dobson, B Péterfia, AF Ángyán, B Ligeti…",https://www.mdpi.com/510054,4.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",143,33267475.0,Occurrence of Ordered and Disordered Structural Elements in Postsynaptic Proteins Supports Optimization for Interaction Diversity.,Occurrence of ordered and disordered structural elements in postsynaptic proteins supports optimization for interaction diversity,"A KISS-TÓTH,L DOBSON,B PÉTERFIA,AF ÁNGYÁN,B LIGETI,G LUKÁCS,Z GÁSPÁRI",13640630168162701334,High,0,0
2041437765863182719,CaMKII activation persistently segregates postsynaptic proteins via liquid phase separation,"T Hosokawa, PW Liu, Q Cai, JS Ferreira, F Levet…",https://www.nature.com/articles/s41593-021-00843-3,7.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",144,33927400.0,CaMKII activation persistently segregates postsynaptic proteins via liquid phase separation.,CaMKII activation persistently segregates postsynaptic proteins via liquid phase separation,"T HOSOKAWA,PW LIU,Q CAI,JS FERREIRA,F LEVET,C BUTLER,JB SIBARITA,D CHOQUET,L GROC,E HOSY,M ZHANG,Y HAYASHI",2041437765863182719,High,0,0
9674448915992475297,Cyfip1 regulates SynGAP1 at hippocampal synapses,"A Sahasrabudhe, F Begum, CA Guevara…",https://www.frontiersin.org/articles/10.3389/fnsyn.2020.581714/full?fbclid=IwAR3wm5HQvIc8ojGdYTPO5JoAbKSwQ-jWoEGgDj-yCaMHPyaGTLMtxloiOEk,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",145,33613257.0,Cyfip1 Regulates SynGAP1 at Hippocampal Synapses.,Cyfip1 regulates SynGAP1 at hippocampal synapses,"A SAHASRABUDHE,F BEGUM,CA GUEVARA,C MORRISON,K HSIAO,N KEZUNOVIC,O BOZDAGI-GUNAL,DL BENSON",9674448915992475297,High,0,0
13585080230320106258,Proteome-scale mapping of perturbed proteostasis in living cells,"I Lam, E Hallacli, V Khurana",https://cshperspectives.cshlp.org/content/12/2/a034124.short,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",146,30910772.0,Proteome-Scale Mapping of Perturbed Proteostasis in Living Cells.,Proteome-scale mapping of perturbed proteostasis in living cells,"I LAM,E HALLACLI,V KHURANA",13585080230320106258,High,0,-1
12949285020491831513,Condensation of pericentrin proteins in human cells illuminates phase separation in centrosome assembly,"X Jiang, DBT Ho, K Mahe, J Mia…",https://journals.biologists.com/jcs/article-abstract/134/14/jcs258897/271045,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",147,34308971.0,Condensation of pericentrin proteins in human cells illuminates phase separation in centrosome assembly.,Condensation of pericentrin proteins in human cells illuminates phase separation in centrosome assembly,"X JIANG,DBT HO,K MAHE,J MIA,G SEPULVEDA,M ANTKOWIAK,L JIANG,S YAMADA,LE JAO",12949285020491831513,High,0,0
8164262200976226682,How the dual PDZ domain from Postsynaptic density protein 95 clusters ion channels and receptors,"NA Rodzli, M Lockhart-Cairns, CW Levy, J Chipperfield…",https://www.biorxiv.org/content/10.1101/775726v1.abstract,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",148,,,How the dual PDZ domain from Postsynaptic density protein 95 clusters ion channels and receptors,,8164262200976226682,None,0,0
17519248788208275985,"Insight into membraneless organelles and their associated proteins: Drivers, Clients and Regulators","F Orti, AM Navarro, A Rabinovich, SJ Wodak…",https://www.sciencedirect.com/science/article/pii/S2001037021002804,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",149,34377363.0,"Insight into membraneless organelles and their associated proteins: Drivers, Clients and Regulators.","Insight into membraneless organelles and their associated proteins: Drivers, Clients and Regulators","F ORTI,AM NAVARRO,A RABINOVICH,SJ WODAK,C MARINO-BUSLJE",17519248788208275985,High,0,0
5239750659866725640,Mesophasic organization of GABAA receptors in hippocampal inhibitory synapse,"YT Liu, CL Tao, X Zhang, L Qi, R Sun, PM Lau…",https://www.biorxiv.org/content/10.1101/2020.01.06.895425v1.abstract,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",150,33139942.0,Mesophasic organization of GABA,Mesophasic organization of GABAA receptors in hippocampal inhibitory synapse,"YT LIU,CL TAO,X ZHANG,W XIA,DQ SHI,L QI,C XU,R SUN,XW LI,PM LAU,ZH ZHOU,GQ BI",5239750659866725640,Low,0,0
4774857983928714648,Liquid Active Zones for Controlling the Phases of Synaptic Transmission,"J Emperador-Melero, PS Kaeser",https://www.sciencedirect.com/science/article/pii/S1097276519301315,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",151,30849390.0,Liquid Active Zones for Controlling the Phases of Synaptic Transmission.,Liquid Active Zones for Controlling the Phases of Synaptic Transmission,"J EMPERADOR-MELERO,PS KAESER",4774857983928714648,High,0,-1
6844737117931086763,RNA modulates physiological and neuropathological protein phase transitions,"JR Mann, CJ Donnelly",https://www.sciencedirect.com/science/article/pii/S0896627321004645,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",152,34297914.0,RNA modulates physiological and neuropathological protein phase transitions.,RNA modulates physiological and neuropathological protein phase transitions,"JR MANN,CJ DONNELLY",6844737117931086763,High,0,-1
16101211623254676737,Regulation of membrane NMDA receptors by dynamics and protein interactions,"M Petit-Pedrol, L Groc",https://rupress.org/jcb/article/211609/Regulation-of-membrane-NMDA-receptors-by-dynamics,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",153,33337489.0,Regulation of membrane NMDA receptors by dynamics and protein interactions.,Regulation of membrane NMDA receptors by dynamics and protein interactions,"M PETIT-PEDROL,L GROC",16101211623254676737,High,0,-1
15991089117197274972,Liquid–Liquid Phase Separation of Tau Protein Is Encoded at the Monomeric Level,"X Dong, S Bera, Q Qiao, Y Tang, Z Lao…",https://pubs.acs.org/doi/abs/10.1021/acs.jpclett.1c00208,10.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",154,,,Liquid–Liquid Phase Separation of Tau Protein Is Encoded at the Monomeric Level,,15991089117197274972,None,0,0
13391799327028679276,Kindlin2-mediated phase separation underlies integrin adhesion formation,"Y Li, T Zhang, H Li, H Yang, R Lin, K Sun, L Wang…",https://www.biorxiv.org/content/10.1101/2020.07.10.197400v1.abstract,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",155,,,Kindlin2-mediated phase separation underlies integrin adhesion formation,,13391799327028679276,None,0,0
16425858732194182001,Modifying the m6A brain methylome by ALKBH5-mediated demethylation: a new contender for synaptic tagging,"B Martinez De La Cruz, R Markus, S Malla…",https://www.nature.com/articles/s41380-021-01282-z,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",156,,,Modifying the m6A brain methylome by ALKBH5-mediated demethylation: a new contender for synaptic tagging,,16425858732194182001,None,0,0
16266895945347245657,Liquid–Liquid Phase Separation in Biology: Specific Stoichiometric Molecular Interactions vs Promiscuous Interactions Mediated by Disordered Sequences,"Z Feng, B Jia, M Zhang",https://pubs.acs.org/doi/abs/10.1021/acs.biochem.1c00376,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",157,34291921.0,Liquid-Liquid Phase Separation in Biology: Specific Stoichiometric Molecular Interactions vs Promiscuous Interactions Mediated by Disordered Sequences.,Liquid–Liquid Phase Separation in Biology: Specific Stoichiometric Molecular Interactions vs Promiscuous Interactions Mediated by Disordered Sequences,"Z FENG,B JIA,M ZHANG",16266895945347245657,High,1,1
7259742247400672426,"Quantitative synaptic biology: a perspective on techniques, numbers and expectations","S Reshetniak, R Fernández-Busnadiego…",https://www.mdpi.com/846434,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",158,33023247.0,"Quantitative Synaptic Biology: A Perspective on Techniques, Numbers and Expectations.","Quantitative synaptic biology: a perspective on techniques, numbers and expectations","S RESHETNIAK,R FERNÁNDEZ-BUSNADIEGO,M MÜLLER,SO RIZZOLI,C TETZLAFF",7259742247400672426,High,0,0
18131012245601038477,Gephyrin: a scaffold that builds a phase at the inhibitory postsynapses,"C Hoffmann, D Milovanovic",https://www.nature.com/articles/s41422-020-00440-2,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",159,,,Gephyrin: a scaffold that builds a phase at the inhibitory postsynapses,,18131012245601038477,None,0,-1
11918702511576972000,Divergent Evolution of a Protein–Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection,"L Laursen, J Čalyševa, TJ Gibson…",https://academic.oup.com/mbe/article-abstract/38/1/152/5880556,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",160,32750125.0,Divergent Evolution of a Protein-Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection.,Divergent Evolution of a Protein–Protein Interaction Revealed through Ancestral Sequence Reconstruction and Resurrection,"L LAURSEN,J ČALYŠEVA,TJ GIBSON,P JEMTH",11918702511576972000,High,0,0
12766559374044559238,Integration of Data from Liquid–Liquid Phase Separation Databases Highlights Concentration and Dosage Sensitivity of LLPS Drivers,"N Farahi, T Lazar, SJ Wodak, P Tompa…",https://www.mdpi.com/1422-0067/22/6/3017,5.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",161,33809541.0,Integration of Data from Liquid-Liquid Phase Separation Databases Highlights Concentration and Dosage Sensitivity of LLPS Drivers.,Integration of Data from Liquid–Liquid Phase Separation Databases Highlights Concentration and Dosage Sensitivity of LLPS Drivers,"N FARAHI,T LAZAR,SJ WODAK,P TOMPA,R PANCSA",12766559374044559238,High,0,0
16742916418257646273,LIMD1 phase separation contributes to cellular mechanics and durotaxis by regulating focal adhesion dynamics in response to force,"Y Wang, C Zhang, W Yang, SP Shao, X Xu, Y Sun…",https://www.sciencedirect.com/science/article/pii/S1534580721003117,3.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",162,33891898.0,LIMD1 phase separation contributes to cellular mechanics and durotaxis by regulating focal adhesion dynamics in response to force.,LIMD1 phase separation contributes to cellular mechanics and durotaxis by regulating focal adhesion dynamics in response to force,"Y WANG,C ZHANG,W YANG,S SHAO,X XU,Y SUN,P LI,L LIANG,C WU",16742916418257646273,High,0,0
1343612436677463712,Liquid-liquid phase separation: Orchestrating cell signaling through time and space,"Q Su, S Mehta, J Zhang",https://www.sciencedirect.com/science/article/pii/S1097276521007449,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",163,34619090.0,Liquid-liquid phase separation: Orchestrating cell signaling through time and space.,Liquid-liquid phase separation: Orchestrating cell signaling through time and space,"Q SU,S MEHTA,J ZHANG",1343612436677463712,High,0,-1
9546787611706239079,Phase Separation in Cell Polarity: Published as part of the Biochemistry virtual special issue “Protein Condensates”,"H Wei, W Wen",https://pubs.acs.org/doi/abs/10.1021/acs.biochem.1c00372,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",164,,,Phase Separation in Cell Polarity: Published as part of the Biochemistry virtual special issue “Protein Condensates”,,9546787611706239079,None,0,-1
98238368372769776,Cyclin-dependent Kinase 5 Regulates Cortical Neurotransmission and Neural Circuits Associated with Motor Control in the Secondary Motor Cortex in the …,"X Li, H Zhou, P Yang, H Shi, Y Xiong, Z Nie, J Yu…",https://www.sciencedirect.com/science/article/pii/S0306452220302578,1.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",165,,,Cyclin-dependent Kinase 5 Regulates Cortical Neurotransmission and Neural Circuits Associated with Motor Control in the Secondary Motor Cortex in the …,,98238368372769776,None,0,0
10371094073877480413,Interaction between CRIPT and PSD-95 is required for proper dendritic arborization in hippocampal neurons,"A Omelchenko, H Menon, SG Donofrio, G Kumar…",https://link.springer.com/article/10.1007/s12035-020-01895-5,2.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang",166,32157575.0,Interaction Between CRIPT and PSD-95 Is Required for Proper Dendritic Arborization in Hippocampal Neurons.,Interaction between CRIPT and PSD-95 is required for proper dendritic arborization in hippocampal neurons,"A OMELCHENKO,H MENON,SG DONOFRIO,G KUMAR,HM CHAPMAN,J ROSHAL,ER MARTINEZ-MONTES,TL WANG,MR SPALLER,BL FIRESTEIN",10371094073877480413,High,0,0
